Rain_3day_sum,Rain_7day_sum,Rain_3day_avg,Max_River_Rise,Max_Normalized_River_Level,Avg_Normalized_River_Level,Flood_Label
0.0010427637473617423,0.01097655240719884,0.0010427637473617414,0.06072650988185946,0.4161718256475048,0.2130276238033955,0
0.0010052613805197085,0.010496826038765627,0.0010052613805197079,0.04968532626697592,0.4184459886291851,0.2125030110983091,0
0.0007562665393265764,0.004740038050519204,0.0007562665393265754,0.06624710168930123,0.4214782059380922,0.2121060116345774,0
0.0006832952833071674,0.0022119600883892736,0.000683295283307167,0.04968532626697592,0.4237523689197726,0.2115164910636639,0
0.0003348939764540562,0.001491581742407304,0.0003348939764540554,0.06072650988185946,0.4265319014529375,0.2110533128806214,0
5.990301283289964e-05,0.0011638668952979802,5.990301283289963e-05,0.05520591807441769,0.4290587492103601,0.2104031628227396,0
2.4380137522834785e-05,0.0007155584608873936,2.438013752283478e-05,0.06072650988185946,0.4318382817435249,0.2096548700135309,0
9.598014577191586e-05,0.0006730320763883134,9.598014577191548e-05,0.04416473445953415,0.433859759949463,0.2090021782486817,0
0.0013836069956382445,0.0014909687550840936,0.0013836069956382434,0.04416473445953415,0.4358812381554011,0.2080673793830417,1
0.002662812008804922,0.0023638782613898293,0.002662812008804921,0.03864414265209238,0.437650031585597,0.2071688229282766,1
0.0026536883523803007,0.002376551852087477,0.0026536883523803003,1.0,0.76,0.7088392857142858,1
0.0013574669101897134,0.0023750427208602837,0.0013574669101897123,0.0,0.4389134554643083,0.2037782580871131,0
6.423989882566845e-05,0.00236762775237698,6.423989882566771e-05,0.016561775422325307,0.4396715097915351,0.2022181015495359,1
9.739098337287938e-06,0.002363893819443718,9.739098337287216e-06,0.005520591807441769,0.4399241945672773,0.2008786175907056,1
0.0009571633353683706,0.003119585836142015,0.0009571633353683693,0.011041183614883538,0.4404295641187618,0.1994379833551731,1
0.007888216169688924,0.007991241910947825,0.007888216169688923,0.0,0.4404295641187618,0.1981561213579356,0
0.010469829435852472,0.009113515904979932,0.01046982943585247,0.0,0.4404295641187618,0.1972700484795026,0
0.01036945121980407,0.009790313030409172,0.01036945121980407,0.0,0.4404295641187618,0.196501434358132,0
0.003521202315803544,0.009861917417626032,0.0035212023158035437,0.0,0.4404295641187618,0.1958506058669146,0
0.0011863524640152734,0.010083647690035485,0.0011863524640152723,0.016561775422325307,0.4404295641187618,0.1951652716367137,1
0.0009228029614488983,0.010579710015051718,0.0009228029614488976,0.022082367229767075,0.4399241945672773,0.1946510666193999,1
0.0022195858594194627,0.010953355348850948,0.0022195858594194623,0.027602959037208843,0.4391661402400506,0.1942999122192401,1
